CAS #,Formatted CAS #,Substance Name,Acidification Air (kg SO2 eq / kg substance),"Ecotox. CF [CTUeco/kg], Em.airU, freshwater","Ecotox. CF [CTUeco/kg], Em.airC, freshwater","Ecotox. CF [CTUeco/kg], Em.fr.waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.sea waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.nat.soilC, freshwater","Ecotox. CF [CTUeco/kg], Em.agr.soilC, freshwater",CF Flag Ecotox,Global Climate Air (kg CO2 eq / kg substance),"Human health CF  [CTUcancer/kg], Emission to urban air, cancer","Human health CF  [CTUnoncancer/kg], Emission to urban air, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. rural air, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. rural air, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. freshwater, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. freshwater, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. sea water, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. sea water, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. natural soil, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. natural soil, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. agric. Soil, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. agric. Soil, non-canc.",CF Flag HH carcinogenic,CF Flag HH non-carcinogenic,HH Particulate Air (PM2.5 eq / kg substance),Ozone Depletion Air (kg CFC-11 eq / kg substance),Photochemical Oxidation Formation Air (kg O3 eq / kg substance),
615361,615-36-1,O-BROMOANILINE,n/a,2.72E+00,2.58E+00,6.35E+02,1.14E-01,6.05E+01,6.05E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
615532,615-53-2,ETHYL N-METHYL-N-NITROSOCARBAMATE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.07E-04,n/a,1.49E-05,n/a,1.22E-04,n/a,1.92E-07,n/a,1.47E-05,n/a,2.42E-05,n/a,Recommended,n/a,n/a,n/a,n/a,
615656,615-65-6,"BENZENAMINE, 2-CHLORO-4-METHYL-",n/a,1.02E+00,9.87E-01,3.35E+02,6.37E-02,2.23E+01,2.23E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
616126,616-12-6,TRANS-3-METHYL-2-PENTENE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.32E+01,
616386,616-38-6,DIMETHYL CARBONATE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.91E-02,
616455,616-45-5,PYRROLIDONE,n/a,8.03E+00,7.63E+00,6.93E+01,1.61E-05,1.78E+01,1.78E+01,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
616739,616-73-9,"2,4-DINITRO-5-METHYLPHENOL",n/a,6.83E+02,5.21E+02,1.15E+04,5.10E-03,2.88E+02,2.88E+02,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
617516,617-51-6,2-HYDROXY-PROPIONIC ACID ISOPROPYL ESTER,n/a,1.68E+00,1.58E+00,1.72E+01,1.31E-03,4.78E+00,4.78E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
617787,617-78-7,3-ETHYL PENTANE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.90E+00,
618622,618-62-2,"BENZENE, 1,3-DICHLORO-5-NITRO-",n/a,3.14E+02,3.12E+02,5.61E+03,2.86E+01,2.82E+02,2.82E+02,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
618859,618-85-9,"3,5-DINITROTOLUENE",n/a,8.25E+01,6.83E+01,1.18E+03,7.82E-02,3.95E+01,3.95E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
618871,618-87-1,"3,5-DINITROANILINE",n/a,3.42E+02,2.84E+02,4.33E+03,1.63E-03,2.15E+02,2.15E+02,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
619158,619-15-8,"2,5-DINITROTOLUENE",n/a,9.92E+02,9.24E+02,1.52E+04,6.38E+00,5.24E+02,5.24E+02,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
619249,619-24-9,3-CYANO-1-NITROBENZENE,n/a,8.61E+01,7.84E+01,7.20E+02,2.64E-02,7.33E+01,7.33E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
619501,619-50-1,METHYL P-NITROBENZOATE,n/a,6.48E+01,5.74E+01,7.72E+02,4.13E-02,4.87E+01,4.87E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
619727,619-72-7,1-NITRO-4-CYANOBENZENE,n/a,1.35E+02,1.23E+02,1.12E+03,2.02E-02,1.14E+02,1.14E+02,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
619807,619-80-7,4-NITROBENZAMIDE,n/a,3.96E+01,3.68E+01,2.95E+02,9.15E-06,4.43E+01,4.43E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
620144,620-14-4,M-ETHYL TOLUENE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.39E+00,
620882,620-88-2,4-NITRO DIPHENYL ETHER,n/a,1.36E+02,1.24E+02,6.64E+03,4.37E+00,5.08E+01,5.08E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
620951,620-95-1,3-BENZYLPYRIDINE,n/a,3.58E+01,2.20E+01,1.05E+03,1.91E-02,4.75E+00,4.75E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
621089,621-08-9,"BENZENE, 1,1'- SULFINYLBIS(METHYLENE) BIS-",n/a,8.51E+00,2.35E+00,4.62E+02,1.57E-05,2.88E+00,2.88E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
621421,621-42-1,M-HYDROXYACETANILIDE,n/a,3.75E-01,1.97E-01,1.66E+01,1.27E-08,1.93E+00,1.93E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
621647,621-64-7,N-NITROSODIPROPYLAMINE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.46E-04,n/a,8.32E-06,n/a,3.13E-04,n/a,4.08E-07,n/a,1.78E-05,n/a,2.63E-05,n/a,Recommended,n/a,n/a,n/a,n/a,
621772,621-77-2,"1-PENTANAMINE, N,N-DIPENTYL-",n/a,8.05E-01,1.85E-01,1.35E+03,7.21E-03,5.52E-01,5.52E-01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
622402,622-40-2,4-MORPHOLINEETHANOL,n/a,2.34E-01,2.06E-01,6.93E+00,8.58E-07,2.22E+00,2.22E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
622457,622-45-7,CYCLOHEXYL ACETATE,n/a,5.35E-03,5.09E-03,3.17E+01,4.30E-04,6.87E-01,6.87E-01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
622515,622-51-5,4-METHYLPHENYLUREA,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.44E-07,n/a,5.46E-08,n/a,3.89E-07,n/a,9.79E-11,n/a,3.74E-08,n/a,7.70E-08,n/a,Recommended,n/a,n/a,n/a,n/a,
622582,622-58-2,P-TOLUENE ISOCYANATE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.06E+00,
622786,622-78-6,BENZYLISOTHIOCYANATE,n/a,3.11E+03,3.03E+03,2.08E+05,8.97E+01,3.82E+03,3.82E+03,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
622968,622-96-8,P-ETHYL TOLUENE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.44E+00,
623007,623-00-7,4-BROMOBENZONITRILE,n/a,1.60E+01,1.58E+01,2.35E+02,3.46E-01,2.20E+01,2.20E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
623030,623-03-0,"BENZONITRILE, 4-CHLORO-",n/a,1.30E+01,1.28E+01,1.95E+02,4.47E-01,1.80E+01,1.80E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
623052,623-05-2,P-HYDROXYBENZYL ALCOHOL,n/a,7.18E-02,5.61E-02,1.79E+00,6.86E-07,2.78E-01,2.78E-01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
623121,623-12-1,4-CHLOROANISOLE,n/a,3.21E+00,3.21E+00,1.08E+03,5.06E-01,5.77E+01,5.77E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
623256,623-25-6,"BENZENE, 1,4-BIS(CHLOROMETHYL)-",n/a,6.33E+03,6.16E+03,2.06E+05,3.02E+02,3.28E+03,3.28E+03,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
623370,623-37-0,3-HEXANOL,n/a,7.85E-02,7.94E-02,1.14E+01,3.29E-03,1.73E+00,1.73E+00,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
623427,623-42-7,METHYL BUTYRATE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.09E+00,
623847,623-84-7,"1,2-PROPYLENE GLYCOL DIACETATE",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.13E-01,
623916,623-91-6,"2-BUTENEDIOIC ACID (E)-, DIETHYL ESTER",n/a,9.76E+01,8.72E+01,3.32E+03,2.26E-01,6.41E+02,6.41E+02,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
624248,624-24-8,METHYL PENTANOATE; METHYL VALERATE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.05E+00,
624419,624-41-9,2-METHYL-1-BUTYL ACETATE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.08E+00,
624544,624-54-4,N-PENTYL PROPIONATE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.13E-01,
624646,624-64-6,TRANS-2-BUTENE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.52E+01,
624726,624-72-6,HFC-152,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.30E+01,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
624840,624-84-0,N-FORMYLHYDRAZINE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.60E-06,n/a,1.38E-06,n/a,2.19E-06,n/a,4.00E-10,n/a,7.19E-07,n/a,1.05E-06,n/a,Interim,n/a,n/a,n/a,n/a,
624919,624-91-9,METHYL NITRITE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.08E+01,
625274,625-27-4,2-METHYL-2-PENTENE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.10E+01,
625536,625-53-6,N-ETHYLTHIOUREA,n/a,2.69E+01,1.67E+01,1.30E+03,5.06E-03,2.30E+02,2.30E+02,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
625547,625-54-7,ETHYL ISOPROPYL ETHER,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.74E+00,
625558,625-55-8,ISOPROPYL FORMATE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.68E-01,
625650,625-65-0,"2,4-DIMETHYL-2-PENTENE",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9.29E+00,
625865,625-86-5,"2,5-DIMETHYL FURAN",n/a,1.76E-03,9.97E-04,5.61E+01,9.20E-05,5.94E-01,5.94E-01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.88E+00,
626175,626-17-5,"1,3-DICYANOBENZENE",n/a,7.21E+01,6.47E+01,6.32E+02,8.24E-04,5.82E+01,5.82E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
626437,626-43-7,"3,5-DICHLOROANILINE",n/a,7.88E+01,4.44E+01,1.21E+04,3.68E-01,6.06E+02,6.06E+02,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
626608,626-60-8,3-CHLOROPYRIDINE,n/a,4.86E-01,4.84E-01,1.18E+01,5.97E-02,1.08E+00,1.08E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
626620,626-62-0,"CYCLOHEXANE, IODO-",n/a,6.84E-02,6.33E-02,7.51E+02,1.05E-02,9.84E+00,9.84E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
626642,626-64-2,4-HYDROXYPYRIDINE,n/a,2.11E-01,1.81E-01,5.11E+00,1.02E-06,1.35E+00,1.35E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
626937,626-93-7,2-HEXANOL,n/a,1.36E-01,1.35E-01,1.38E+01,2.47E-03,1.71E+00,1.71E+00,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.08E+00,
627203,627-20-3,CIS-2-PENTENE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.04E+01,
627305,627-30-5,3-CHLORO-1-PROPANOL,n/a,6.07E+00,5.79E+00,4.78E+01,3.18E-03,1.28E+01,1.28E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
627634,627-63-4,FUMARYL CHLORIDE,n/a,5.31E+00,5.16E+00,2.31E+02,5.13E-02,5.48E+01,5.48E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
627930,627-93-0,DIMETHYL ADIPATE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.80E+00,
627974,627-97-4,2-METHYL-2-HEPTENE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.33E+00,
628024,628-02-4,HEXANAMIDE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.88E-08,n/a,1.59E-08,n/a,4.10E-08,n/a,9.58E-12,n/a,5.77E-09,n/a,1.03E-08,n/a,Recommended,n/a,n/a,n/a,n/a,
628284,628-28-4,METHYL N-BUTYL ETHER,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.15E+00,
628364,628-36-4,DIFORMYLHYDRAZINE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.28E-07,n/a,6.26E-08,n/a,1.20E-07,n/a,2.01E-11,n/a,3.87E-08,n/a,5.69E-08,n/a,Interim,n/a,n/a,n/a,n/a,
628557,628-55-7,DI-ISOBUTYL ETHER,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.20E+00,
628637,628-63-7,PENTYL ACETATE,n/a,5.39E-02,5.39E-02,2.18E+01,2.53E-03,1.01E+00,1.01E+00,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.39E-01,
628762,628-76-2,"1,5-DICHLOROPENTANE",n/a,7.45E-01,7.41E-01,2.03E+02,1.24E-01,7.26E+00,7.26E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
628819,628-81-9,ETHYL N-BUTYL ETHER,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.48E+00,
628922,628-92-2,CYCLOHEPTENE,n/a,3.71E-04,1.14E-04,3.72E+01,1.06E-05,1.33E-01,1.33E-01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
629049,629-04-9,1-BROMOHEPTANE,n/a,1.08E-01,7.98E-02,3.03E+03,6.45E-03,9.45E+00,9.45E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
629118,629-11-8,"1,6-HEXANEDIOL",n/a,1.03E+00,9.74E-01,9.73E+00,3.52E-06,2.50E+00,2.50E+00,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
629141,629-14-1,"ETHYLENE GLYCOL DIETHYL ETHER; 1,2-DIETHOXYETHANE",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.95E+00,
629196,629-19-6,"4,5-DITHIAOCTANE",n/a,5.50E-02,2.38E-02,1.67E+03,1.97E-03,1.36E+01,1.36E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
629403,629-40-3,OCTANEDINITRILE,n/a,9.60E+00,9.00E+00,7.36E+01,2.65E-03,1.27E+01,1.27E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
629505,629-50-5,N-TRIDECANE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.29E-01,
629594,629-59-4,N-TETRADECANE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.13E-01,
629629,629-62-9,N-PENTADECANE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.95E-01,
629787,629-78-7,N-C17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.22E-01,
629925,629-92-5,N-C19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.78E-01,
629947,629-94-7,N-C21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.42E-01,
629970,629-97-0,N-C22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.27E-01,
630080,630-08-0,CARBON MONOXIDE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.56E-04,n/a,5.56E-02,
630193,630-19-3,"2,2-DIMETHYLPROPANAL (PIVALDEHYDE)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.89E+00,
630206,630-20-6,"1,1,1,2-TETRACHLOROETHANE",n/a,2.63E+00,2.63E+00,1.72E+02,6.54E-01,1.06E+01,1.06E+01,Recommended,n/a,7.70E-07,3.91E-07,4.98E-07,2.53E-07,6.64E-07,3.37E-07,1.40E-07,7.08E-08,4.08E-07,2.07E-07,4.87E-07,2.47E-07,Recommended,Recommended,n/a,n/a,n/a,
631618,631-61-8,"ACETIC ACID, AMMONIUM SALT",n/a,9.19E+01,9.09E+01,3.35E+02,2.49E-06,1.06E+02,1.06E+02,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
631641,631-64-1,"ACETIC ACID, DIBROMO-",n/a,4.89E+01,4.82E+01,1.90E+02,3.09E-04,5.85E+01,5.85E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
632224,632-22-4,TETRAMETHYLUREA,n/a,7.68E-01,7.31E-01,1.46E+01,2.67E-03,3.37E+00,3.37E+00,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
632995,632-99-5,ROSANILINE,n/a,7.98E+01,4.10E+01,2.80E+03,2.30E-08,1.11E+00,1.11E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
633965,633-96-5,ORANGE II,n/a,3.78E+00,2.49E+00,9.04E+01,1.32E-20,4.95E-01,4.95E-01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
634662,634-66-2,"1,2,3,4-TETRACHLOROBENZENE",n/a,2.07E+02,2.05E+02,1.28E+04,4.57E+01,9.48E+01,9.48E+01,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
