CAS #,Formatted CAS #,Substance Name,Acidification Air (kg SO2 eq / kg substance),"Ecotox. CF [CTUeco/kg], Em.airU, freshwater","Ecotox. CF [CTUeco/kg], Em.airC, freshwater","Ecotox. CF [CTUeco/kg], Em.fr.waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.sea waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.nat.soilC, freshwater","Ecotox. CF [CTUeco/kg], Em.agr.soilC, freshwater",CF Flag Ecotox,Global Climate Air (kg CO2 eq / kg substance),"Human health CF  [CTUcancer/kg], Emission to urban air, cancer","Human health CF  [CTUnoncancer/kg], Emission to urban air, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. rural air, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. rural air, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. freshwater, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. freshwater, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. sea water, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. sea water, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. natural soil, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. natural soil, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. agric. Soil, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. agric. Soil, non-canc.",CF Flag HH carcinogenic,CF Flag HH non-carcinogenic,HH Particulate Air (PM2.5 eq / kg substance),Ozone Depletion Air (kg CFC-11 eq / kg substance),Photochemical Oxidation Formation Air (kg O3 eq / kg substance),
119335,119-33-5,4-METHYL-2-NITROPHENOL,n/a,9.14E+00,8.86E+00,4.84E+02,3.78E-01,1.71E+01,1.71E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
119346,119-34-6,"PHENOL, 4-AMINO-2-NITRO-",n/a,8.80E+01,7.64E+01,1.09E+03,1.26E-04,1.14E+02,1.14E+02,Interim,n/a,2.28E-07,n/a,1.50E-07,n/a,3.03E-07,n/a,7.18E-11,n/a,3.18E-08,n/a,5.32E-08,n/a,Recommended,n/a,n/a,n/a,n/a,
119380,119-38-0,ISOLAN,n/a,4.87E+02,2.66E+02,2.01E+04,2.55E-04,1.87E+03,1.87E+03,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
119619,119-61-9,BENZOPHENONE,n/a,1.55E+02,1.38E+02,5.18E+03,6.76E-01,9.50E+01,9.50E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
119642,119-64-2,TETRALIN,n/a,1.12E-01,7.59E-02,4.07E+02,6.35E-03,1.45E+00,1.45E+00,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.97E+00,
119653,119-65-3,ISOQUINOLINE,n/a,8.65E+00,6.44E+00,4.16E+02,2.79E-02,2.26E+00,2.26E+00,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
119846,119-84-6,"2H-1-BENZOPYRAN-2-ONE, 3,4-DIHYDRO-",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.72E-08,n/a,2.19E-08,n/a,1.08E-07,n/a,5.10E-11,n/a,6.74E-09,n/a,1.02E-08,n/a,Recommended,n/a,n/a,n/a,n/a,
119937,119-93-7,"3,3'-DIMETHYLBENZIDINE",n/a,2.03E+02,3.81E+01,1.16E+04,5.78E-04,7.23E+01,7.23E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
120070,120-07-0,PHENYLDIETHANOLAMINE,n/a,7.35E-01,5.65E-01,2.56E+01,3.01E-08,6.06E+00,6.06E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
120127,120-12-7,ANTHRACENE,n/a,8.94E+02,4.85E+02,2.62E+05,6.37E+01,4.49E+02,4.49E+02,Recommended,n/a,n/a,1.23E-08,n/a,2.80E-09,n/a,1.48E-07,n/a,1.80E-08,n/a,4.79E-10,n/a,1.66E-09,n/a,Recommended,n/a,n/a,n/a,
120183,120-18-3,NAPHTHALENE-2-SULFONIC ACID,n/a,5.70E+00,4.70E+00,8.09E+01,2.39E-09,4.98E+00,4.98E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
120218,120-21-8,"BENZALDEHYDE, 4-(DIETHYLAMINO)-",n/a,2.65E+00,2.18E+00,9.63E+02,4.63E-02,2.02E+02,2.02E+02,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
120321,120-32-1,5-CHLORO-2-HYDROXYDIPHENYLMETHANE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.04E-08,n/a,3.77E-08,n/a,2.20E-07,n/a,3.92E-09,n/a,2.47E-10,n/a,2.04E-09,n/a,Recommended,n/a,n/a,n/a,n/a,
120365,120-36-5,DICHLORPROP,n/a,4.43E+01,4.12E+01,4.24E+02,5.62E-05,8.80E+01,8.80E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
120514,120-51-4,BENZYL BENZOATE,n/a,4.33E+01,3.28E+01,2.21E+03,1.82E-01,7.78E+00,7.78E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
120616,120-61-6,DIMETHYL TEREPHTHALATE,n/a,5.31E+00,5.30E+00,2.12E+02,3.03E-01,2.05E+01,2.05E+01,Recommended,n/a,n/a,1.40E-07,n/a,4.12E-08,n/a,7.99E-08,n/a,2.48E-09,n/a,2.37E-08,n/a,4.31E-08,n/a,Recommended,n/a,n/a,n/a,
120627,120-62-7,SULFOXIDE,n/a,7.56E+02,1.30E+02,4.75E+04,2.06E-02,2.20E+02,2.20E+02,Interim,n/a,9.12E-07,n/a,2.11E-07,n/a,1.90E-05,n/a,4.23E-07,n/a,8.81E-08,n/a,6.81E-07,n/a,Recommended,n/a,n/a,n/a,n/a,
120718,120-71-8,P-CRESIDINE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.46E-07,n/a,1.20E-08,n/a,2.51E-06,n/a,2.34E-09,n/a,3.40E-07,n/a,5.16E-07,n/a,Recommended,n/a,n/a,n/a,n/a,
120729,120-72-9,INDOLE,n/a,5.54E+01,9.61E+00,5.84E+03,8.97E-03,5.31E+01,5.31E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
120809,120-80-9,CATECHOL,n/a,2.52E+01,9.08E+00,1.27E+03,1.99E-05,3.76E+01,3.76E+01,Recommended,n/a,3.16E-07,n/a,4.77E-08,n/a,6.26E-07,n/a,1.38E-10,n/a,1.86E-08,n/a,3.60E-08,n/a,Interim,n/a,n/a,n/a,n/a,
120821,120-82-1,"1,2,4-TRICHLOROBENZENE",n/a,1.08E+01,1.07E+01,2.20E+03,2.54E+00,3.24E+01,3.24E+01,Recommended,n/a,n/a,3.43E-07,n/a,1.35E-07,n/a,2.06E-06,n/a,3.82E-07,n/a,9.14E-08,n/a,1.82E-07,n/a,Recommended,n/a,n/a,n/a,
120832,120-83-2,"2,4-DICHLOROPHENOL",n/a,1.19E+03,1.14E+03,2.41E+04,1.66E+01,7.39E+02,7.39E+02,Recommended,n/a,n/a,2.72E-05,n/a,1.72E-05,n/a,3.56E-05,n/a,4.89E-07,n/a,2.62E-06,n/a,4.56E-06,n/a,Recommended,n/a,n/a,n/a,
120923,120-92-3,CYCLOPENTANONE,n/a,2.57E-01,2.54E-01,6.59E+00,4.18E-03,1.20E+00,1.20E+00,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.15E+00,
120934,120-93-4,2-IMIDAZOLIDINONE,n/a,1.53E+00,1.47E+00,1.09E+01,1.61E-04,2.97E+00,2.97E+00,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
120945,120-94-5,1-METHYL-PYRROLIDINE,n/a,1.12E+00,1.15E+00,7.37E+02,4.24E-02,7.64E+01,7.64E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
121142,121-14-2,"2,4-DINITROTOLUENE",n/a,7.55E+02,6.06E+02,1.09E+04,1.18E-01,3.50E+02,3.50E+02,Recommended,n/a,n/a,1.44E-05,n/a,9.22E-06,n/a,1.97E-05,n/a,3.73E-08,n/a,6.89E-07,n/a,1.20E-06,n/a,Recommended,n/a,n/a,n/a,
121211,121-21-1,PYRETHRIN I,n/a,5.44E+02,4.64E+01,8.10E+04,9.76E-02,1.64E+02,1.64E+02,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
121255,121-25-5,AMPROLIUM,n/a,2.24E+00,1.14E+00,8.22E+01,2.94E-10,2.17E-01,2.17E-01,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
121299,121-29-9,PYRETHRIN II,n/a,7.99E+04,1.19E+04,4.80E+06,7.34E-01,3.25E+04,3.25E+04,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
121324,121-32-4,"BENZALDEHYDE, 3-ETHOXY-4-HYDROXY-",n/a,1.13E+01,9.67E+00,2.08E+02,1.24E-05,4.10E+01,4.10E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
121335,121-33-5,VANILLIN,n/a,3.53E+01,3.19E+01,5.24E+02,1.12E-04,1.24E+02,1.24E+02,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
121346,121-34-6,4-HYDROXY-3-METHOXYBENZOIC ACID,n/a,3.85E+01,3.57E+01,3.86E+02,1.24E-05,8.20E+01,8.20E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
121448,121-44-8,TRIETHYLAMINE,n/a,1.27E-02,1.42E-02,2.64E+01,2.12E-03,2.79E+00,2.79E+00,Interim,n/a,n/a,3.18E-07,n/a,3.82E-09,n/a,2.21E-07,n/a,1.78E-09,n/a,2.51E-08,n/a,7.43E-08,n/a,Interim,n/a,n/a,3.84E+00,
121460,121-46-0,"BICYCLO(2,2,1)HEPTA-2,5-DIENE",n/a,6.91E-04,1.70E-04,8.53E+01,1.60E-05,3.18E-01,3.18E-01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
121540,121-54-0,BENZETHONIUM CHLORIDE,n/a,5.18E+01,3.22E+01,1.35E+03,8.40E-09,8.87E-01,8.87E-01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
121573,121-57-3,"BENZENESULFONIC ACID, 4-AMINO-",n/a,1.10E+01,1.00E+01,1.47E+02,8.71E-10,3.48E+01,3.48E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
121664,121-66-4,"2-THIAZOLAMINE, 5-NITRO-",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.17E-06,n/a,1.63E-06,n/a,2.10E-06,n/a,4.67E-10,n/a,3.92E-07,n/a,6.34E-07,n/a,Recommended,n/a,n/a,n/a,n/a,
121697,121-69-7,"N,N-DIMETHYLANILINE",n/a,1.70E-01,1.77E-01,3.01E+02,1.83E-02,1.84E+01,1.84E+01,Recommended,n/a,1.48E-07,1.31E-06,1.47E-09,1.30E-08,1.69E-07,1.49E-06,1.27E-09,1.12E-08,1.07E-08,9.46E-08,4.37E-08,3.86E-07,Recommended,Recommended,n/a,n/a,n/a,
121733,121-73-3,3-CHLORO-NITROBENZENE,n/a,1.71E+02,1.69E+02,2.69E+03,6.64E+00,1.37E+02,1.37E+02,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
121755,121-75-5,MALATHION,n/a,1.28E+03,4.99E+02,6.22E+04,3.08E-03,1.97E+03,1.97E+03,Recommended,n/a,n/a,9.67E-08,n/a,1.77E-08,n/a,2.20E-07,n/a,1.07E-09,n/a,6.97E-09,n/a,1.82E-08,n/a,Recommended,n/a,n/a,n/a,
121799,121-79-9,PROPYL GALLATE,n/a,2.00E+01,6.21E+00,1.05E+03,2.97E-07,1.62E+01,1.62E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
121824,121-82-4,"1,3,5,-TRINITROHEXAHYDRO-1,3,5-TRIAZINE",n/a,1.19E+02,6.78E+01,5.17E+03,4.60E-06,7.55E+02,7.55E+02,Interim,n/a,6.04E-07,n/a,1.44E-07,n/a,3.17E-06,n/a,1.31E-09,n/a,4.63E-07,n/a,7.60E-07,n/a,Recommended,n/a,n/a,n/a,n/a,
121868,121-86-8,2-CHLORO-4-NITROTOLUENE,n/a,1.11E+02,1.10E+02,2.11E+03,5.98E+00,7.24E+01,7.24E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
121879,121-87-9,2-CHLORO-4-NITROANILINE,n/a,4.34E+02,3.77E+02,5.03E+03,1.32E-02,4.44E+02,4.44E+02,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
121880,121-88-0,"PHENOL, 2-AMINO-5-NITRO-",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.94E-07,n/a,3.78E-07,n/a,8.59E-07,n/a,5.56E-10,n/a,9.00E-08,n/a,1.51E-07,n/a,Interim,n/a,n/a,n/a,n/a,
122032,122-03-2,"BENZALDEHYDE, 4-(1-METHYLETHYL)-",n/a,6.31E-01,6.38E-01,1.98E+02,3.21E-02,1.40E+01,1.40E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
122101,122-10-1,BOMYL,n/a,3.93E+03,3.47E+03,6.99E+04,1.20E-02,1.66E+04,1.66E+04,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
122145,122-14-5,FENITROTHION,n/a,1.90E+03,7.32E+02,1.98E+05,2.09E+00,7.81E+03,7.81E+03,Recommended,n/a,n/a,6.74E-06,n/a,1.86E-06,n/a,3.41E-05,n/a,3.93E-07,n/a,1.47E-06,n/a,4.11E-06,n/a,Recommended,n/a,n/a,n/a,
122203,122-20-3,"2-PROPANOL, 1,1',1''-NITRILOTRIS-",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.70E+00,
122349,122-34-9,SIMAZINE,n/a,6.79E+03,6.10E+03,7.81E+04,3.01E-02,1.26E+04,1.26E+04,Recommended,n/a,n/a,1.73E-05,n/a,1.24E-05,n/a,2.81E-05,n/a,2.27E-08,n/a,4.55E-06,n/a,8.77E-06,n/a,Recommended,n/a,n/a,n/a,
122394,122-39-4,DIPHENYLAMINE,n/a,8.55E+01,2.56E+01,2.75E+04,2.40E-01,7.74E+02,7.74E+02,Recommended,n/a,n/a,2.68E-07,n/a,3.14E-08,n/a,2.47E-06,n/a,4.34E-08,n/a,7.21E-08,n/a,2.43E-07,n/a,Recommended,n/a,n/a,n/a,
122407,122-40-7,AMYL CINNAMAL,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.16E+00,
122429,122-42-9,ISOPROPYL PHENYL CARBAMATE,n/a,2.20E+01,1.23E+01,1.05E+03,3.49E-03,8.84E+01,8.84E+01,Recommended,n/a,n/a,1.25E-07,n/a,2.65E-08,n/a,2.16E-07,n/a,4.45E-10,n/a,1.92E-08,n/a,6.14E-08,n/a,Recommended,n/a,n/a,n/a,
122601,122-60-1,PHENYL GLYDIDYL ETHER,n/a,5.26E+00,3.31E+00,3.29E+02,4.40E-03,2.38E+01,2.38E+01,Interim,n/a,6.25E-07,n/a,6.32E-08,n/a,1.00E-06,n/a,8.45E-10,n/a,7.75E-08,n/a,1.40E-07,n/a,Interim,n/a,n/a,n/a,n/a,
122667,122-66-7,HYDRAZOBENZENE,n/a,9.52E+01,2.04E+01,8.01E+03,1.48E-02,4.19E+01,4.19E+01,Interim,n/a,4.28E-06,n/a,5.98E-07,n/a,1.13E-05,n/a,8.09E-08,n/a,6.38E-08,n/a,2.25E-07,n/a,Recommended,n/a,n/a,n/a,n/a,
122792,122-79-2,PHENYL ACETATE,n/a,6.16E+00,6.09E+00,1.73E+02,1.22E-01,1.39E+01,1.39E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
122883,122-88-3,P-CHLOROPHENOXYACETIC ACID,n/a,1.20E+01,1.10E+01,1.25E+02,2.11E-04,2.38E+01,2.38E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
122996,122-99-6,2-PHENOXYETHANOL,n/a,2.80E+00,2.39E+00,5.55E+01,1.91E-04,1.12E+01,1.12E+01,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.49E+00,
123013,123-01-3,DODECYLBENZENE,n/a,2.10E-03,3.15E-04,1.29E+00,6.67E-06,1.15E-04,1.15E-04,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
123035,123-03-5,"PYRIDINIUM, 1-HEXADECYL-, CHLORIDE",n/a,3.77E+01,1.44E+01,1.78E+03,1.32E-04,1.82E-01,1.82E-01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
123046,123-04-6,3-(CHLOROMETHYL)-HEPTANE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9.52E-01,
123057,123-05-7,2-ETHYLHEXANAL,n/a,9.97E-02,1.02E-01,3.04E+02,8.38E-03,2.07E+01,2.07E+01,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
123079,123-07-9,P-ETHYLPHENOL,n/a,1.27E+01,5.12E+00,9.78E+02,6.86E-03,1.29E+01,1.29E+01,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
123159,123-15-9,2-METHYLPENTALDEHYDE,n/a,1.21E-01,1.26E-01,2.28E+02,1.07E-02,2.30E+01,2.30E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
123171,123-17-1,"TRIMETHYLNONANOLTHREOERYTHRO (2,6,8-TRIMETHYL-4-NONANOL)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.33E+00,
123182,123-18-2,"2,6,8-TRIMETHYL-4-NONANONE (ISOBUTYL HEPTYL KETONE)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.66E+00,
123251,123-25-1,DIETHYL SUCCINATE,n/a,1.23E+01,1.15E+01,1.31E+02,9.36E-03,2.79E+01,2.79E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
123308,123-30-8,"PHENOL, 4-AMINO-",n/a,9.40E+02,5.11E+02,3.79E+04,3.36E-04,2.66E+03,2.66E+03,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
123319,123-31-9,HYDROQUINONE,n/a,1.18E+03,7.14E+02,3.81E+04,6.16E-05,1.15E+03,1.15E+03,Recommended,n/a,4.28E-07,6.55E-07,1.39E-07,2.12E-07,5.40E-07,8.26E-07,1.04E-10,1.59E-10,1.63E-08,2.50E-08,2.98E-08,4.55E-08,Recommended,Recommended,n/a,n/a,n/a,
123331,123-33-1,MALEIC HYDRAZIDE,n/a,2.25E+01,2.17E+01,1.82E+02,4.75E-08,5.50E+01,5.50E+01,Recommended,n/a,n/a,7.23E-08,n/a,3.36E-08,n/a,7.15E-08,n/a,1.21E-11,n/a,2.16E-08,n/a,3.24E-08,n/a,Recommended,n/a,n/a,n/a,
123386,123-38-6,PROPANAL,n/a,3.76E-01,3.88E-01,8.56E+01,2.49E-02,1.53E+01,1.53E+01,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.08E+00,
123422,123-42-2,4-HYDROXY-4-METHYL-2-PENTANONE,n/a,3.43E+00,3.36E+00,1.90E+01,3.64E-03,7.00E+00,7.00E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.95E-01,
123433,123-43-3,"ACETIC ACID, SULFO-",n/a,3.00E+00,2.92E+00,1.42E+01,2.70E-08,3.66E+00,3.66E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
123513,123-51-3,ISOPENTANOL,n/a,2.54E-01,2.52E-01,2.14E+01,5.39E-03,4.13E+00,4.13E+00,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.16E+00,
123546,123-54-6,"2,4-PENTANEDIONE",n/a,7.53E+00,7.35E+00,8.08E+01,3.09E-02,2.13E+01,2.13E+01,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.01E+00,
123660,123-66-0,ETHYL HEXANOATE,n/a,8.34E-01,8.21E-01,3.89E+02,3.89E-02,8.13E+00,8.13E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
123728,123-72-8,BUTYRALDEHYDE,n/a,1.20E-01,1.25E-01,4.62E+01,8.81E-03,7.51E+00,7.51E+00,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.97E+00,
123739,123-73-9,CROTONALDEHYDE (TRANS),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.04E-06,n/a,1.77E-07,n/a,5.21E-06,n/a,7.58E-09,n/a,1.13E-06,n/a,2.26E-06,n/a,Recommended,n/a,n/a,n/a,n/a,
123864,123-86-4,BUTYL ACETATE,n/a,1.36E-01,1.36E-01,2.84E+01,6.31E-03,1.89E+00,1.89E+00,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.35E-01,
123886,123-88-6,ARETAN,n/a,5.25E+01,2.67E+01,1.94E+04,1.89E-01,4.49E+03,4.49E+03,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
123911,123-91-1,"1,4-DIOXANE",n/a,6.31E-02,6.02E-02,3.09E+00,5.16E-04,6.95E-01,6.95E-01,Recommended,n/a,2.57E-07,n/a,2.47E-08,n/a,3.04E-07,n/a,2.78E-10,n/a,7.34E-08,n/a,1.15E-07,n/a,Recommended,n/a,n/a,n/a,2.62E+00,
123922,123-92-2,ISOAMYL ACETATE,n/a,7.93E-02,7.95E-02,3.80E+01,6.38E-03,2.38E+00,2.38E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.09E+00,
123966,123-96-6,2-OCTANOL,n/a,1.95E-01,1.97E-01,6.22E+01,7.34E-03,3.72E+00,3.72E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.97E+00,
124027,124-02-7,DIALLYLAMINE,n/a,3.23E-01,3.12E-01,3.37E+02,1.10E-02,1.82E+01,1.82E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
124049,124-04-9,HEXANEDIOIC ACID,n/a,2.25E+00,1.99E+00,2.49E+01,9.18E-09,2.78E+00,2.78E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.08E+00,
124072,124-07-2,OCTANOIC ACID,n/a,2.55E+00,2.11E+00,7.13E+01,1.82E-03,6.63E+00,6.63E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
