State,Facility Name,Facility ID,Unit ID,Associated Stacks,Year,Operating Time Count,Sum of the Operating Time,Gross Load (MWh),Steam Load (1000 lb),SO2 Mass (short tons),SO2 Rate (lbs/mmBtu),CO2 Mass (short tons),CO2 Rate (short tons/mmBtu),NOx Mass (short tons),NOx Rate (lbs/mmBtu),Heat Input (mmBtu),Primary Fuel Type,Secondary Fuel Type,Unit Type,SO2 Controls,NOx Controls,PM Controls,Hg Controls,Program Code
KY,Smith Generating Facility,54,SCT1,,2024,1122,978.62,91949.4,,0.377,0.001,72898.095,0.0591,34.886,0.0641,1226118.609,Pipeline Natural Gas,Residual Oil,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT1,,2025,1444,1288.14,122796.76,,0.498,0.001,97387.359,0.0591,45.548,0.0617,1638316.267,Pipeline Natural Gas,Residual Oil,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT1,,2026,782,702.34,73579.03,,0.364,0.0012,56777.475,0.0592,31.964,0.0757,951166.663,Pipeline Natural Gas,Residual Oil,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT10,,2024,932,827.99,60644.85,,0.166,0.001,32844.725,0.0591,3.345,0.0146,552658.426,Pipeline Natural Gas,,Combustion turbine,,Water Injection|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT10,,2025,2445,2201.66,155232.82,,0.433,0.001,85798.345,0.0591,8.786,0.0145,1443714.94,Pipeline Natural Gas,,Combustion turbine,,Water Injection|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT10,,2026,1108,1014.8,77291.95,,0.211,0.001,41717.277,0.059,4.358,0.0148,701974.549,Pipeline Natural Gas,,Combustion turbine,,Water Injection|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT2,,2024,1020,897.51,84548.47,,0.352,0.001,68214.401,0.0591,38.723,0.0726,1147382.199,Pipeline Natural Gas,Residual Oil,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT2,,2025,1189,1067.33,103874.35,,0.442,0.0011,83207.872,0.0591,43.109,0.0673,1398702.994,Pipeline Natural Gas,Residual Oil,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT2,,2026,737,662.94,69791.33,,0.341,0.0012,54487.404,0.0594,28.188,0.0734,913182.429,Pipeline Natural Gas,Residual Oil,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT3,,2024,1013,887.29,85145.32,,0.351,0.0011,67168.262,0.0592,35.424,0.0678,1129550.638,Pipeline Natural Gas,Residual Oil,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT3,,2025,1230,1105.46,109070.45,,0.458,0.0011,85236.652,0.0592,45.231,0.0681,1432433.187,Pipeline Natural Gas,Residual Oil,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT3,,2026,653,583.36,60786.0,,0.265,0.0012,46316.364,0.0593,27.293,0.0762,777579.885,Pipeline Natural Gas,Residual Oil,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT4,,2024,927,798.33,45299.01,,0.23,0.0012,38050.438,0.0594,10.406,0.0417,637959.55,Pipeline Natural Gas,Residual Oil,Combustion turbine,,Dry Low NOx Burners|Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT4,,2025,1524,1354.12,83074.2,,0.361,0.0011,67622.461,0.0592,18.202,0.0381,1136739.934,Pipeline Natural Gas,Residual Oil,Combustion turbine,,Dry Low NOx Burners|Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT4,,2026,824,746.25,47593.76,,0.191,0.001,37674.048,0.0591,8.298,0.0323,633865.911,Pipeline Natural Gas,Residual Oil,Combustion turbine,,Dry Low NOx Burners|Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT5,,2024,1010,865.45,48650.91,,0.202,0.0011,38880.97,0.0591,10.615,0.041,653939.798,Pipeline Natural Gas,Residual Oil,Combustion turbine,,Dry Low NOx Burners|Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT5,,2025,1484,1323.7,73875.68,,0.314,0.0011,59247.528,0.0592,13.941,0.0345,996063.807,Pipeline Natural Gas,Residual Oil,Combustion turbine,,Dry Low NOx Burners|Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT5,,2026,799,729.84,47014.12,,0.181,0.0011,34935.346,0.0591,8.897,0.0353,587639.623,Pipeline Natural Gas,Residual Oil,Combustion turbine,,Dry Low NOx Burners|Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT6,,2024,994,864.41,48570.59,,0.202,0.0011,39178.444,0.0591,10.86,0.0407,659010.131,Pipeline Natural Gas,Residual Oil,Combustion turbine,,Dry Low NOx Burners|Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT6,,2025,1549,1390.76,77599.41,,0.321,0.001,62812.226,0.0591,15.987,0.0365,1056699.507,Pipeline Natural Gas,Residual Oil,Combustion turbine,,Dry Low NOx Burners|Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT6,,2026,778,711.59,45573.87,,0.179,0.001,35169.604,0.0591,9.66,0.0382,591709.317,Pipeline Natural Gas,Residual Oil,Combustion turbine,,Dry Low NOx Burners|Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT7,,2024,936,819.86,46081.84,,0.192,0.001,37358.243,0.0591,10.639,0.0411,628438.762,Pipeline Natural Gas,Residual Oil,Combustion turbine,,Dry Low NOx Burners|Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT7,,2025,1527,1363.33,76600.75,,0.319,0.001,62091.104,0.0591,16.82,0.0384,1044487.676,Pipeline Natural Gas,Residual Oil,Combustion turbine,,Dry Low NOx Burners|Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT7,,2026,838,765.83,48849.18,,0.192,0.001,37586.291,0.059,11.383,0.0417,632378.34,Pipeline Natural Gas,Residual Oil,Combustion turbine,,Dry Low NOx Burners|Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT9,,2024,1901,1685.5,118065.64,,0.329,0.001,65160.504,0.0591,6.954,0.015,1096417.27,Pipeline Natural Gas,,Combustion turbine,,Water Injection|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT9,,2025,2442,2185.66,153961.57,,0.433,0.001,85790.595,0.0591,9.22,0.0151,1443581.797,Pipeline Natural Gas,,Combustion turbine,,Water Injection|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Smith Generating Facility,54,SCT9,,2026,1142,1052.54,79780.31,,0.218,0.001,43183.575,0.059,4.425,0.0141,726657.208,Pipeline Natural Gas,,Combustion turbine,,Water Injection|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Big Sandy,1353,BSU1,,2024,6567,6561.83,1156088.16,,28.477,0.005,657216.425,0.059,902.252,0.1437,11058942.364,Natural Gas,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only)|Overfire Air,Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Big Sandy,1353,BSU1,,2025,7299,7294.52,1268398.99,,31.694,0.005,731463.794,0.059,1023.433,0.1487,12308369.314,Natural Gas,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only)|Overfire Air,Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Big Sandy,1353,BSU1,,2026,3871,3869.44,662917.45,,16.464,0.005,379960.652,0.059,555.045,0.1533,6393594.281,Natural Gas,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only)|Overfire Air,Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,E W Brown,1355,10,,2024,92,75.41,5093.0,,0.123,0.0049,4333.137,0.0595,3.806,0.1057,72549.691,Pipeline Natural Gas,,Combustion turbine,Other,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,E W Brown,1355,10,,2025,188,169.78,10022.6,,0.151,0.0037,9432.458,0.0592,8.21,0.1042,158343.325,Pipeline Natural Gas,,Combustion turbine,Other,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,E W Brown,1355,10,,2026,249,235.73,13308.02,,0.175,0.0017,12593.262,0.0591,10.347,0.0969,211515.764,Pipeline Natural Gas,,Combustion turbine,Other,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,E W Brown,1355,11,,2024,92,72.97,4545.74,,0.066,0.0076,3899.427,0.0602,3.903,0.1214,65447.676,Pipeline Natural Gas,,Combustion turbine,Other,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,E W Brown,1355,11,,2025,362,339.05,18593.48,,0.203,0.0027,16700.342,0.0592,17.162,0.1228,280578.481,Pipeline Natural Gas,,Combustion turbine,Other,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,E W Brown,1355,11,,2026,253,225.51,16272.31,,0.163,0.0024,13362.932,0.0592,13.263,0.1196,224513.988,Pipeline Natural Gas,,Combustion turbine,Other,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,E W Brown,1355,3,,2024,7802,7794.6,1536320.52,,658.386,0.0741,1707989.695,0.103,324.523,0.0383,16647001.017,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Closed-coupled/Separated OFA|Selective Catalytic Reduction,Wet Scrubber|Baghouse,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,E W Brown,1355,3,,2025,7243,7239.14,1530561.12,,982.342,0.2543,1687260.914,0.103,387.199,0.046,16445030.205,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Closed-coupled/Separated OFA|Selective Catalytic Reduction,Wet Scrubber|Baghouse,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,E W Brown,1355,3,,2026,3690,3685.85,795788.46,,351.313,0.0812,821579.346,0.103,177.481,0.0427,8007613.065,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Closed-coupled/Separated OFA|Selective Catalytic Reduction,Wet Scrubber|Baghouse,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,E W Brown,1355,5,,2024,291,250.33,19095.62,,0.078,0.001,15455.289,0.0589,10.618,0.0834,260068.668,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,E W Brown,1355,5,,2025,620,562.15,34305.68,,0.15,0.001,29807.028,0.0591,21.453,0.0863,501574.962,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,E W Brown,1355,5,,2026,491,450.6,32990.77,,0.137,0.001,27110.19,0.0589,17.633,0.0782,456174.745,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,E W Brown,1355,6,,2024,582,517.86,63987.91,,0.213,0.001,42278.088,0.059,13.739,0.0382,711416.974,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners|Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,E W Brown,1355,6,,2025,896,809.13,89772.81,,0.307,0.001,60877.519,0.059,42.166,0.0832,1024381.015,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners|Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,E W Brown,1355,6,,2026,768,702.88,86491.06,,0.288,0.001,57064.706,0.059,38.204,0.0808,960215.249,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners|Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,E W Brown,1355,7,,2024,793,719.04,91659.29,,0.306,0.001,60598.497,0.059,29.777,0.0583,1019677.741,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners|Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,E W Brown,1355,7,,2025,1148,1054.39,116240.99,,0.405,0.001,80145.746,0.059,38.92,0.0577,1348623.465,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners|Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,E W Brown,1355,7,,2026,781,731.39,88996.73,,0.301,0.001,59676.27,0.059,28.954,0.0577,1004190.099,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners|Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,E W Brown,1355,8,,2024,174,152.11,9522.75,,0.14,0.0047,8160.035,0.0594,9.159,0.1346,136955.288,Pipeline Natural Gas,,Combustion turbine,Other,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,E W Brown,1355,8,,2025,389,345.97,19493.03,,0.18,0.0025,17242.013,0.0592,19.336,0.1337,289800.523,Pipeline Natural Gas,,Combustion turbine,Other,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,E W Brown,1355,8,,2026,277,254.73,16851.94,,0.154,0.0019,14155.118,0.0591,15.858,0.1334,237895.589,Pipeline Natural Gas,,Combustion turbine,Other,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,E W Brown,1355,9,,2024,82,67.68,4462.75,,0.097,0.007,3514.762,0.0599,3.572,0.1228,58773.8,Pipeline Natural Gas,,Combustion turbine,Other,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,E W Brown,1355,9,,2025,179,157.49,8775.19,,0.156,0.0043,7865.499,0.0594,7.947,0.1208,131935.23,Pipeline Natural Gas,,Combustion turbine,Other,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,E W Brown,1355,9,,2026,210,194.65,12049.67,,0.15,0.0022,11156.555,0.0591,11.238,0.1201,187380.811,Pipeline Natural Gas,,Combustion turbine,Other,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Ghent,1356,1,,2024,7849,7845.8,3133798.69,,895.597,0.0563,3103540.274,0.103,1009.86,0.0644,30248939.018,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Selective Catalytic Reduction,Baghouse,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Ghent,1356,1,,2025,7272,7264.28,2757460.57,,954.316,0.0684,2758165.642,0.103,901.706,0.0632,26882682.795,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Selective Catalytic Reduction,Baghouse,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Ghent,1356,1,,2026,4078,4075.39,1467467.27,,686.773,0.0921,1467447.699,0.103,423.55,0.0582,14302635.46,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Selective Catalytic Reduction,Baghouse,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Ghent,1356,2,CS023,2024,7842,7838.93,2764921.9,,3390.055,0.2362,2707001.306,0.103,4146.474,0.2976,26384033.784,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Baghouse,Untreated PAC Sorbent Injection|Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Ghent,1356,2,CS023,2025,8297,8294.82,3216587.08,,5660.489,0.3502,3072429.61,0.103,3667.83,0.2337,29945706.291,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Baghouse,Untreated PAC Sorbent Injection|Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Ghent,1356,2,CS023,2026,3158,3156.56,1228065.0,,2051.935,0.342,1150556.927,0.103,1413.586,0.2391,11214007.2,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Baghouse,Untreated PAC Sorbent Injection|Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Ghent,1356,3,CS023,2024,8140,8137.33,3132716.98,,3288.152,0.2115,3053157.994,0.103,890.728,0.0611,29757869.388,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology w/ Overfire Air|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator,Untreated PAC Sorbent Injection|Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Ghent,1356,3,CS023,2025,7295,7282.83,2920084.8,,4271.69,0.3023,2776590.902,0.103,2630.718,0.1945,27062268.298,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology w/ Overfire Air|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator,Untreated PAC Sorbent Injection|Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Ghent,1356,3,CS023,2026,4048,4043.92,1594184.82,,2266.882,0.2972,1510031.514,0.103,1301.002,0.1761,14717648.872,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology w/ Overfire Air|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator,Untreated PAC Sorbent Injection|Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Ghent,1356,4,,2024,7634,7626.61,2548591.63,,1583.365,0.1208,2536178.342,0.103,940.609,0.0743,24719125.586,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology w/ Overfire Air|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Ghent,1356,4,,2025,8177,8172.61,2936784.74,,1554.982,0.1073,2882324.206,0.103,827.066,0.058,28092838.96,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology w/ Overfire Air|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Ghent,1356,4,,2026,4321,4319.34,1509655.75,,884.766,0.118,1466353.995,0.103,382.791,0.0533,14291930.475,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology w/ Overfire Air|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Cane Run,1363,7A,,2024,6599,6579.88,2345849.24,,4.452,0.001,881805.532,0.059,235.799,0.0323,14837933.41,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Cane Run,1363,7A,,2025,8059,8048.33,2683266.07,,5.215,0.001,1033048.822,0.059,255.86,0.0298,17382887.041,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Cane Run,1363,7A,,2026,3490,3486.14,1179550.98,,2.339,0.001,463261.017,0.059,113.599,0.0295,7795252.588,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Cane Run,1363,7B,,2024,6305,6292.26,2241357.26,,4.227,0.001,837247.465,0.059,203.211,0.0295,14088319.625,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Cane Run,1363,7B,,2025,7971,7958.39,2665441.67,,5.161,0.001,1022318.899,0.059,229.539,0.0271,17202439.446,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Cane Run,1363,7B,,2026,3369,3364.52,1143118.97,,2.254,0.001,446509.062,0.059,98.558,0.0265,7513299.709,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Mill Creek,1364,1,CS12,2024,4010,3990.7,969808.45,,647.302,0.1393,891542.394,0.1025,1345.727,0.3046,8699733.141,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Baghouse|Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Mill Creek,1364,2,CS12,2024,7915,7904.24,1849157.18,,1107.22,0.1162,1722305.792,0.1027,2523.9,0.2992,16808103.656,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Baghouse|Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Mill Creek,1364,2,,2025,7308,7296.04,1881055.07,,919.103,0.0942,1729080.681,0.1024,2769.282,0.3262,16863253.153,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Baghouse|Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Mill Creek,1364,2,,2026,3881,3875.59,1016543.01,,186.427,0.0353,944938.558,0.1022,1721.916,0.3667,9231427.789,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Baghouse|Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Mill Creek,1364,3,,2024,6497,6476.67,1877437.51,,1045.653,0.1144,1853615.833,0.1015,646.866,0.0709,18120504.885,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Mill Creek,1364,3,,2025,8287,8279.27,2870953.57,,1882.562,0.1356,2795709.5,0.1024,1378.229,0.1002,27301951.43,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Mill Creek,1364,3,,2026,2920,2912.08,973679.82,,586.872,0.2398,979224.778,0.1016,618.806,0.1273,9570700.564,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Mill Creek,1364,4,,2024,7771,7764.42,2985362.46,,2075.818,0.1409,2931423.691,0.1024,945.583,0.0656,28615741.866,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Mill Creek,1364,4,,2025,7263,7257.08,3135113.08,,792.304,0.0629,3083034.925,0.1025,1356.524,0.0896,30086675.089,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Mill Creek,1364,4,,2026,4192,4184.22,1807318.35,,509.911,0.0556,1779218.252,0.1022,881.948,0.1014,17375052.882,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Paddy's Run,1366,12,,2024,9,9.0,,,0.001,0.001,,,1.38,0.7,3942.0,Pipeline Natural Gas,,Combustion turbine,,,,,"CSNOX, CSOSG2E, CSSO2G1"
KY,Paddy's Run,1366,12,,2025,10,10.0,,,0.002,0.001,,,1.533,0.7,4380.0,Pipeline Natural Gas,,Combustion turbine,,,,,"CSNOX, CSOSG2E, CSSO2G1"
KY,Paddy's Run,1366,12,,2026,25,25.0,,,0.004,0.001,,,3.833,0.7,10950.0,Pipeline Natural Gas,,Combustion turbine,,,,,"CSNOX, CSOSG2E, CSSO2G1"
KY,Paddy's Run,1366,13,,2024,617,574.66,79611.96,,0.244,0.001,48379.063,0.059,30.146,0.0745,814072.489,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Paddy's Run,1366,13,,2025,793,731.14,69421.15,,0.24,0.001,47556.281,0.059,29.52,0.0749,800228.681,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Paddy's Run,1366,13,,2026,547,513.99,59500.91,,0.192,0.001,38003.077,0.059,23.153,0.0734,639484.376,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
